is_tv_subscriber,is_movie_package_subscriber,subscription_age,bill_avg,service_failure_count,download_avg,upload_avg,download_over_limit,churn
0.0,0.0,0.9639097744360903,-2.346472127513821,0.0,0.0,0.0,0.0,1
0.0,0.0,0.8345864661654137,-0.494917556263266,0.0,0.0,0.0,0.0,1
0.0,0.0,0.9729323308270678,2.943683790344908,0.0,0.0,0.0,0.0,1
0.0,0.0,0.8977443609022557,-2.346472127513821,0.0,0.0,0.0,0.0,1
0.0,0.0,0.7864661654135339,-0.494917556263266,0.0,0.0,0.0,0.0,1
0.0,0.0,0.8947368421052632,-2.346472127513821,0.0,0.0,0.0,0.0,1
0.0,0.0,0.9097744360902257,-1.1561870459956072,0.0,0.0,0.0,0.0,1
0.0,0.0,0.8481203007518798,-2.346472127513821,0.0,0.0,0.0,0.0,1
0.0,0.0,0.8210526315789475,0.034098035522606915,0.0,0.0,0.0,0.0,1
0.0,0.0,0.8481203007518798,-2.346472127513821,0.0,0.0,0.0,0.0,1
0.0,0.0,0.8481203007518798,-2.346472127513821,0.0,0.0,0.0,0.0,1
1.0,0.0,0.9578947368421054,0.4308597293620116,0.0,0.0,0.0,0.0,1
0.0,0.0,0.8481203007518798,-2.346472127513821,0.0,0.0,0.0,0.0,1
0.0,0.0,0.8345864661654137,-0.6271714542097342,0.0,0.0,0.0,0.0,1
0.0,0.0,0.8601503759398498,-2.346472127513821,0.0,0.0,0.0,0.0,1
0.0,0.0,0.8601503759398498,-1.023933148049139,0.0,0.0,0.0,0.0,1
0.0,0.0,0.8481203007518798,-2.346472127513821,0.0,0.0,0.0,0.0,1
0.0,0.0,0.7699248120300752,-0.6271714542097342,0.0,0.0,0.0,0.0,1
0.0,0.0,0.7969924812030076,-0.6271714542097342,0.0,0.0,0.0,0.0,1
0.0,0.0,0.8481203007518798,-2.346472127513821,0.0,0.0,0.0,0.0,1
0.0,0.0,0.8631578947368421,-2.346472127513821,0.0,0.0,0.0,0.0,1
0.0,0.0,0.8481203007518798,-2.346472127513821,0.0,0.0,0.0,0.0,1
0.0,0.0,0.9233082706766919,-0.494917556263266,0.0,0.0,0.0,0.0,1
0.0,0.0,0.9398496240601505,-0.494917556263266,0.0,0.0,0.0,0.0,1
1.0,1.0,0.9037593984962408,0.8276214232014163,0.0,0.0,0.0,0.0,1
0.0,0.0,0.8330827067669173,-0.6271714542097342,0.0,0.0,0.0,0.0,1
1.0,1.0,0.948872180451128,-0.494917556263266,0.0,0.0,0.0,0.0,1
1.0,1.0,0.8481203007518798,-2.346472127513821,0.0,0.0,0.0,0.0,1
0.0,0.0,0.8481203007518798,-2.346472127513821,0.0,0.0,0.0,0.0,1
0.0,0.0,0.9684210526315791,-2.346472127513821,0.0,0.0,0.0,0.0,1
0.0,0.0,0.9413533834586467,-0.8916792501026707,0.0,0.0,0.0,0.0,1
0.0,0.0,0.7759398496240602,-0.494917556263266,0.0,0.0,0.0,0.0,1
0.0,0.0,0.8511278195488722,-0.494917556263266,0.0,0.0,0.0,0.0,1
0.0,0.0,0.8481203007518798,-2.346472127513821,0.0,0.0,0.0,0.0,1
0.0,0.0,0.8481203007518798,-2.346472127513821,0.0,0.0,0.0,0.0,1
0.0,0.0,0.8255639097744362,-0.23040976037032954,0.0,0.0,0.0,0.0,1
0.0,0.0,0.8601503759398498,-2.346472127513821,0.0,0.0,0.0,0.0,1
0.0,0.0,0.7924812030075189,-2.346472127513821,0.0,0.0,0.0,0.0,1
1.0,0.0,0.8315789473684211,-2.346472127513821,0.0,0.0,0.0,0.0,1
0.0,0.0,0.9443609022556392,-0.6271714542097342,0.0,0.0,0.0,0.0,1
0.0,0.0,0.8481203007518798,-2.346472127513821,0.0,0.0,0.0,0.0,1
0.0,0.0,0.8060150375939851,-2.346472127513821,0.0,0.0,0.0,0.0,1
0.0,0.0,0.8345864661654137,-2.346472127513821,0.0,0.0,0.0,0.0,1
0.0,0.0,0.8466165413533836,-2.346472127513821,0.0,0.0,0.0,0.0,1
0.0,0.0,0.8586466165413535,-0.6271714542097342,0.0,0.0,0.0,0.0,1
0.0,0.0,0.8962406015037595,-2.346472127513821,0.0,0.0,0.0,0.0,1
0.0,0.0,0.8255639097744362,-2.346472127513821,0.0,0.0,0.0,0.0,1
0.0,0.0,0.8586466165413535,-2.346472127513821,0.0,0.0,0.0,0.0,1
0.0,0.0,0.9157894736842107,-2.346472127513821,0.0,0.0,0.0,0.0,1
0.0,0.0,0.8195488721804511,0.034098035522606915,0.0,0.0,0.0,0.0,1
0.0,0.0,0.974436090225564,-2.346472127513821,0.0,0.0,0.0,0.0,1
0.0,0.0,0.9729323308270678,-0.494917556263266,0.0,0.0,0.0,0.0,1
0.0,0.0,0.9669172932330828,0.4308597293620116,0.0,0.0,0.0,0.0,1
0.0,0.0,0.8962406015037595,-2.346472127513821,0.0,0.0,0.0,0.0,1
0.0,0.0,0.8586466165413535,-2.346472127513821,0.0,0.0,0.0,0.0,1
0.0,0.0,0.8466165413533836,-2.346472127513821,0.0,0.0,0.0,0.0,1
0.0,0.0,0.7924812030075189,-0.6271714542097342,0.0,0.0,0.0,0.0,1
0.0,0.0,0.9022556390977445,-2.346472127513821,0.0,0.0,0.0,0.0,1
0.0,0.0,0.9458646616541354,-2.346472127513821,0.0,0.0,0.0,0.0,1
0.0,0.0,0.8466165413533836,-2.346472127513821,0.0,0.0,0.0,0.0,1
0.0,0.0,0.8105263157894738,-2.346472127513821,0.0,0.0,0.0,0.0,1
0.0,0.0,0.7729323308270678,-2.346472127513821,0.0,0.0,0.0,0.0,1
1.0,0.0,0.9022556390977445,0.4308597293620116,0.0,0.0,0.0,0.0,1
0.0,0.0,0.8180451127819549,-0.6271714542097342,0.0,0.0,0.0,0.0,1
0.0,0.0,0.9127819548872181,-0.494917556263266,0.0,0.0,0.0,0.0,1
0.0,0.0,0.8496240601503761,-0.494917556263266,0.0,0.0,0.0,0.0,1
0.0,0.0,0.8827067669172932,-0.494917556263266,0.0,0.0,0.0,0.0,1
0.0,0.0,0.7729323308270678,-2.346472127513821,0.0,0.0,0.0,0.0,1
1.0,1.0,0.9097744360902257,-2.346472127513821,0.0,0.0,0.0,0.0,1
0.0,0.0,0.8390977443609022,-2.346472127513821,0.0,0.0,0.0,0.0,1
1.0,0.0,0.9323308270676692,-0.494917556263266,0.0,0.0,0.0,0.0,1
0.0,0.0,0.9172932330827068,-0.494917556263266,0.0,0.0,0.0,0.0,1
1.0,0.0,0.9609022556390978,-0.494917556263266,0.0,0.0,0.0,0.0,1
0.0,0.0,0.7969924812030076,-2.346472127513821,0.0,0.0,0.0,0.0,1
0.0,0.0,0.8105263157894738,-0.36266365831679775,0.0,0.0,0.0,0.0,1
0.0,0.0,0.8646616541353385,-0.6271714542097342,0.0,0.0,0.0,0.0,1
0.0,0.0,0.8375939849624061,-0.494917556263266,0.0,0.0,0.0,0.0,1
0.0,0.0,0.8451127819548873,-2.346472127513821,0.0,0.0,0.0,0.0,1
1.0,0.0,0.9774436090225566,2.2824143006125666,0.0,0.0,0.0,0.0,1
0.0,0.0,0.7924812030075189,-0.6271714542097342,0.0,0.0,0.0,0.0,1
0.0,0.0,0.8827067669172932,0.5631136273084798,0.0,0.0,0.0,0.0,1
0.0,0.0,0.8706766917293234,-0.494917556263266,0.0,0.0,0.0,0.0,1
0.0,0.0,0.8451127819548873,-2.346472127513821,0.0,0.0,0.0,0.0,1
0.0,0.0,0.8451127819548873,-2.346472127513821,0.0,0.0,0.0,0.0,1
1.0,0.0,0.8736842105263158,-0.494917556263266,0.0,0.0,0.0,0.0,1
1.0,0.0,0.9909774436090227,0.4308597293620116,0.0,0.0,0.0,0.0,1
0.0,0.0,0.8045112781954888,-0.6271714542097342,0.0,0.0,0.0,0.0,1
0.0,0.0,0.8451127819548873,-2.346472127513821,0.0,0.0,0.0,0.0,1
0.0,0.0,0.7984962406015038,-2.346472127513821,0.0,0.0,0.0,0.0,1
0.0,0.0,0.8947368421052632,-2.346472127513821,0.0,0.0,0.0,0.0,1
0.0,0.0,0.8451127819548873,-2.346472127513821,0.0,0.0,0.0,0.0,1
1.0,0.0,0.9894736842105264,-2.346472127513821,0.0,0.0,0.0,0.0,1
0.0,0.0,0.7969924812030076,3.3404454841843125,0.0,0.0,0.0,0.0,1
1.0,1.0,0.7879699248120301,-0.6271714542097342,0.0,0.0,0.0,0.0,1
0.0,0.0,0.8060150375939851,-0.6271714542097342,0.0,0.0,0.0,0.0,1
0.0,0.0,0.8481203007518798,-1.023933148049139,0.0,0.0,0.0,0.0,1
0.0,0.0,0.8451127819548873,-2.346472127513821,0.0,0.0,0.0,0.0,1
0.0,0.0,0.8210526315789475,-0.6271714542097342,0.0,0.0,0.0,0.0,1
0.0,0.0,0.8255639097744362,0.4308597293620116,0.0,0.0,0.0,0.0,1
0.0,0.0,0.8300751879699249,-2.346472127513821,0.0,0.0,0.0,0.0,1
1.0,0.0,0.8210526315789475,0.4308597293620116,0.0,0.0,0.0,0.0,1
0.0,0.0,0.8766917293233083,-0.6271714542097342,0.0,0.0,0.0,0.0,1
